Player_ID,First Name,Last Name,Date of Birth,Nationality,Height (cm),Weight (kg),Preferred Foot,Primary Position,Secondary Position,Guardian Name,Guardian Phone,Email
P0360,Christopher,Schneider,2/22/2013,Pakistan,145,69,Left,Forward,Goalkeeper,Thomas Parsons,9803931551,ljlnjwn@hotmail.com
P0361,Abdullah,Al Zahrani,10/6/2014,Saudi,169,42,Left,Goalkeeper,Goalkeeper,Abu Khalid,-1439,zhjr@gmail.com
P0362,Khalid,Al Mutairi,10/22/2009,Saudi,165,69,Left,Defender,Forward,Abu Faisal,(094)438-9031x161,lljbr@lmshwl.com
P0363,Abdullah,Al Harbi,12/28/2011,Saudi,141,72,Left,Goalkeeper,Midfielder,Abu Turki,001-654-897-0973x69612,al-bn-lfywthq@ldbg.info
P0364,Faisal,Al Dossari,6/18/2014,Saudi,143,54,Right,Midfielder,Defender,Abu Saad,(633)149-1667,qsydlmhydb@gmail.com
P0365,Nasser,Al Subaie,6/22/2013,Saudi,147,70,Right,Forward,Forward,Abu Turki,(636)872-9958,ynal-mqt@yahoo.com
P0366,Nasser,Al Shehri,2/4/2013,Saudi,168,44,Right,Goalkeeper,Forward,Abu Khalid,+1-173-355-1424x5482,lmal-bn-lfy@bw.com
P0367,Talal,Al Shammari,9/8/2009,Saudi,179,69,Right,Forward,Midfielder,Abu Talal,821.541.4469x8938,bd-lzyzal-sltn@yahoo.com
P0368,Khalid,Al Otaibi,5/27/2012,Saudi,152,66,Right,Midfielder,Forward,Abu Faisal,001-097-013-5147x670,mlkhrfy@hotmail.com
P0369,Saad,Al Subaie,7/18/2012,Saudi,152,71,Left,Midfielder,Defender,Abu Nasser,+1-198-378-0806x50052,fsylmmtz@al.com
P0370,Abdullah,Al Shehri,3/10/2015,Saudi,152,48,Right,Goalkeeper,Midfielder,Abu Turki,(083)202-2177x145,qbs18@lmshwl-al.info
P0371,Bandar,Al Otaibi,4/19/2015,Saudi,159,74,Right,Defender,Forward,Abu Khalid,398-902-0078,glshy@yahoo.com
P0372,Saad,Al Saud,6/1/2013,Saudi,143,57,Right,Goalkeeper,Forward,Abu Nasser,9480752591,fwwz14@hotmail.com
P0373,Nasser,Al Shehri,10/17/2010,Saudi,164,52,Right,Forward,Defender,Abu Omar,(073)508-3326,fal-qsyr@hotmail.com
P0374,Alexander,Garcia,8/6/2013,Senegal,160,60,Left,Defender,Midfielder,Adrian Freeman,-7347,tmr87@al.com
P0375,Saad,Al Mutairi,5/19/2010,Saudi,179,72,Left,Forward,Forward,Abu Omar,043.109.2341x3092,frt48@gmail.com
P0376,Abdullah,Al Shammari,7/28/2014,Saudi,148,39,Right,Defender,Forward,Abu Abdullah,(090)205-0937x5027,htmal-bn-zfr@bw.com
P0377,Khalid,Al Mutairi,8/22/2010,Saudi,154,67,Left,Goalkeeper,Forward,Abu Bandar,591.140.2562x950,ohjr@al.com
P0378,Antonio,Green,1/30/2015,Estonia,146,67,Left,Defender,Midfielder,Joshua Herrera,569.111.7357,thsynal-swd@gmail.com
P0379,Khalid,Al Otaibi,6/30/2014,Saudi,166,36,Left,Goalkeeper,Midfielder,Abu Faisal,209.498.2795,hnbwlytlt@hotmail.com
P0380,Omar,Al Subaie,1/24/2012,Saudi,145,56,Left,Forward,Midfielder,Abu Saad,+1-500-444-4164x3567,nsyb19@hotmail.com
P0381,Mohammed,Al Otaibi,1/27/2012,Saudi,151,75,Left,Goalkeeper,Forward,Abu Nasser,976.252.1778,pal-rfy@gmail.com
P0382,Omar,Al Qahtani,10/23/2013,Saudi,140,56,Left,Goalkeeper,Midfielder,Abu Khalid,-5322,al-mhmd-bn-ly-bn-jmzslh@gmail.com
P0383,Mohammed,Al Harbi,12/16/2010,Saudi,143,39,Left,Midfielder,Goalkeeper,Abu Nasser,+1-693-001-2058x7134,ilmhydb@hotmail.com
P0384,James,Day,9/15/2012,Grenada,159,75,Right,Midfielder,Defender,David Norman,(660)618-6650x802,al-lyzyn@ldbg-bw.com
P0385,Bandar,Al Shehri,11/15/2009,Saudi,172,45,Left,Defender,Defender,Abu Bandar,001-182-301-1506x112,vljfly@al.org
P0386,Turki,Al Dossari,3/9/2015,Saudi,162,56,Left,Forward,Midfielder,Abu Omar,564.539.6849,al-mhmd-bn-ly-bn-jmzwsl@gmail.com
P0387,David,Johnson,12/29/2013,Reunion,166,66,Right,Goalkeeper,Forward,Matthew Ortiz,+1-810-623-4905x85692,lhjrrgb@gmail.com
P0388,Abdullah,Al Shehri,7/9/2009,Saudi,174,65,Right,Forward,Defender,Abu Turki,001-436-260-6336x7167,zwtal-mqt@ljln.net
P0389,Nasser,Al Harbi,10/21/2013,Saudi,163,37,Right,Forward,Midfielder,Abu Bandar,366-637-0789x49308,bqshnslym@yahoo.com
P0390,Turki,Al Shehri,2/3/2011,Saudi,170,49,Left,Forward,Defender,Abu Khalid,-2287,srhnal-myd@al.com
P0391,Faisal,Al Subaie,10/25/2012,Saudi,161,71,Left,Midfielder,Goalkeeper,Abu Nasser,439-936-6520x9804,mshrq04@al.com
P0392,Faisal,Al Dossari,12/6/2010,Saudi,176,55,Left,Goalkeeper,Goalkeeper,Abu Bandar,595110858,alshy@bn.com
P0393,Faisal,Al Zahrani,12/20/2010,Saudi,170,38,Right,Defender,Goalkeeper,Abu Nasser,+1-111-080-0890x78285,bfsyl@al.com
P0394,Mohammed,Al Harbi,9/29/2014,Saudi,150,41,Right,Midfielder,Defender,Abu Abdullah,001-231-500-1633x84262,al-sfwnkswb@ljfly-bqshn.info
P0395,Talal,Al Harbi,5/11/2009,Saudi,167,47,Right,Midfielder,Goalkeeper,Abu Khalid,(236)138-8881x394,murdylmgwl@yahoo.com
P0396,Turki,Al Harbi,7/23/2010,Saudi,166,56,Right,Goalkeeper,Defender,Abu Saad,001-320-568-8686x31977,trqllyn@al.com
P0397,Bandar,Al Dossari,6/15/2011,Saudi,152,68,Right,Defender,Defender,Abu Abdullah,273.056.8115x31728,fmhn@al.com
P0398,Khalid,Al Shammari,12/24/2012,Saudi,140,46,Left,Goalkeeper,Midfielder,Abu Turki,8624167807,smh90@ljln.com
P0399,Turki,Al Subaie,2/11/2013,Saudi,158,71,Right,Forward,Forward,Abu Omar,001-207-192-8970x6989,bd-lgfwr26@al.org
P0400,Khalid,Al Mutairi,8/3/2014,Saudi,180,66,Right,Forward,Midfielder,Abu Khalid,001-237-793-3808x2657,mdht41@hotmail.com
P0401,Abdullah,Al Otaibi,3/21/2014,Saudi,179,60,Left,Goalkeeper,Defender,Abu Turki,001-570-032-4496x772,vb-lkhyl@lkhrfy.biz
P0402,Abdullah,Al Qahtani,9/6/2009,Saudi,178,36,Left,Defender,Defender,Abu Omar,(237)083-2778x2528,oal-mqt@al.net
P0403,Turki,Al Otaibi,4/3/2012,Saudi,149,48,Left,Defender,Midfielder,Abu Bandar,897.289.1711x9250,al-ydbd-lmhyy@hotmail.com
P0404,Talal,Al Subaie,6/17/2010,Saudi,168,59,Left,Goalkeeper,Midfielder,Abu Turki,+1-434-519-5885x90931,njm-ldwyn54@gmail.com
P0405,Bandar,Al Qahtani,4/18/2011,Saudi,144,57,Left,Goalkeeper,Forward,Abu Saad,001-687-720-3062x68656,shlal-ly@al.com
P0406,Abdullah,Al Qahtani,2/20/2010,Saudi,141,37,Right,Goalkeeper,Goalkeeper,Abu Talal,-10795,al-mqttrf@bw.com
P0407,Mohammed,Al Otaibi,11/14/2012,Saudi,168,67,Right,Forward,Midfielder,Abu Bandar,764.225.0595x938,tal-sltn@hotmail.com
P0408,Nasser,Al Mutairi,10/22/2013,Saudi,154,55,Left,Defender,Goalkeeper,Abu Nasser,332-372-2716x7445,hsnybn-ldn@lmhydb.com
P0409,Talal,Al Shammari,10/15/2009,Saudi,153,50,Right,Forward,Defender,Abu Faisal,971-976-8097x8907,hsmmhn@lqyl-al.net
P0410,Omar,Al Dossari,6/27/2010,Saudi,146,38,Right,Midfielder,Forward,Abu Talal,(909)030-5233x28495,nbhn42@bw.com
P0411,Bandar,Al Qahtani,3/20/2011,Saudi,146,69,Left,Forward,Midfielder,Abu Omar,+1-556-538-8193x8927,blrshd@lhjr-al.biz
P0412,Turki,Al Harbi,11/1/2009,Saudi,168,63,Left,Midfielder,Defender,Abu Faisal,+1-887-870-9444x230,xal-swd@al.com
P0413,Mohammed,Al Saud,5/6/2013,Saudi,175,46,Right,Forward,Midfielder,Abu Turki,786-055-3333,al-lylwy@yahoo.com
P0414,Saad,Al Saud,11/11/2010,Saudi,156,62,Left,Midfielder,Midfielder,Abu Bandar,001-804-714-7366x500,sal-hsyn@lrshd.com
P0415,Jacob,Rosales,12/10/2010,United States Minor Outlying Islands,155,75,Right,Forward,Forward,Matthew Estrada,+1-618-207-1296x72481,al-mydwlyf@lhjr-al.com
P0416,Omar,Al Shehri,6/6/2011,Saudi,146,44,Left,Forward,Midfielder,Abu Omar,+1-791-144-2777x608,shylknw@ljfly.net
P0417,Nasser,Al Saud,7/20/2011,Saudi,152,74,Right,Midfielder,Midfielder,Abu Nasser,881-068-8520x95665,slkhrfy@al.biz
P0418,Mohammed,Al Otaibi,2/23/2015,Saudi,171,74,Left,Defender,Forward,Abu Saad,120431444,hnblal-bn-zfr@hotmail.com
P0419,Nasser,Al Saud,1/19/2011,Saudi,151,35,Left,Midfielder,Midfielder,Abu Turki,108-851-3516,al-sfwnnbrs@lshy.org
P0420,Nasser,Al Dossari,9/28/2011,Saudi,163,68,Right,Midfielder,Forward,Abu Omar,+1-084-074-7259x40868,al-mqtdlyl@gmail.com
P0421,Turki,Al Zahrani,2/23/2012,Saudi,171,75,Right,Goalkeeper,Goalkeeper,Abu Omar,(607)677-9238x92822,frhnljbr@yahoo.com
P0422,Abdullah,Al Shehri,9/20/2012,Saudi,160,47,Left,Midfielder,Defender,Abu Saad,(003)407-9136x182,mdh91@al.net
P0423,Mohammed,Al Dossari,1/19/2013,Saudi,171,39,Left,Forward,Midfielder,Abu Khalid,+1-958-559-7607x1413,al-lymws@gmail.com
P0424,Abdullah,Al Shammari,10/5/2009,Saudi,141,65,Right,Midfielder,Goalkeeper,Abu Abdullah,242.434.5756x1079,blhjr@b.com
P0425,Bandar,Al Subaie,3/11/2015,Saudi,159,53,Right,Forward,Forward,Abu Abdullah,228-819-9758,jdyr08@hjr-lshy.info
P0426,Abdullah,Al Qahtani,9/25/2012,Saudi,140,73,Right,Goalkeeper,Defender,Abu Omar,569.896.4898,fkhryldbg@gmail.com
P0427,Talal,Al Shehri,10/7/2009,Saudi,143,51,Left,Defender,Defender,Abu Saad,923-749-0688,hykl55@al.info
P0428,Turki,Al Harbi,4/11/2013,Saudi,154,72,Right,Forward,Forward,Abu Khalid,(589)565-8398x35310,nbw-dwwd@lmgwl-al.com
P0429,Nasser,Al Qahtani,12/30/2011,Saudi,178,64,Right,Goalkeeper,Goalkeeper,Abu Turki,715.204.8222x3830,shfyal-rfy@yahoo.com
P0430,Khalid,Al Otaibi,7/14/2014,Saudi,179,36,Right,Forward,Forward,Abu Faisal,981.081.5097,jhral-yd@gmail.com
P0431,Mohammed,Al Mutairi,6/28/2010,Saudi,150,61,Right,Goalkeeper,Defender,Abu Turki,7336082608,tj32@hotmail.com
P0432,Faisal,Al Otaibi,1/14/2011,Saudi,157,73,Right,Forward,Midfielder,Abu Turki,840-638-2732x294,hlym78@al.com
P0433,Turki,Al Dossari,5/25/2013,Saudi,140,60,Left,Midfielder,Defender,Abu Abdullah,926-959-3332x3163,sdwnal-ly@lshy-al.com
P0434,Saad,Al Dossari,11/9/2012,Saudi,151,63,Right,Midfielder,Forward,Abu Khalid,-3811,ylshy@yahoo.com
P0435,Turki,Al Mutairi,3/14/2015,Saudi,165,67,Right,Goalkeeper,Midfielder,Abu Omar,001-157-605-4151,ljbrrsmy@yahoo.com
P0436,Talal,Al Harbi,4/14/2012,Saudi,142,58,Left,Forward,Midfielder,Abu Omar,(871)732-0286,al-mhmd-bn-ly-bn-jmzwdwh@hotmail.com
P0437,Mohammed,Al Otaibi,12/18/2014,Saudi,161,68,Left,Forward,Goalkeeper,Abu Bandar,001-455-507-8731x23249,rmhn@al.com
P0438,Nasser,Al Otaibi,4/10/2015,Saudi,144,61,Right,Midfielder,Midfielder,Abu Omar,385-422-8121x82257,hjrhnbwly@lmgwl.org
P0439,Turki,Al Subaie,11/13/2010,Saudi,163,68,Left,Goalkeeper,Goalkeeper,Abu Omar,412.726.3325,llynqbs@lshy.info
P0440,Abdullah,Al Dossari,4/12/2011,Saudi,174,63,Left,Defender,Midfielder,Abu Bandar,832.734.3520x0059,lkhrfyskhr@al.com
P0441,Omar,Al Zahrani,10/5/2014,Saudi,159,72,Right,Defender,Defender,Abu Saad,-6579,shkybbn-ldn@hotmail.com
P0442,Charles,Fields,4/22/2012,Saint Kitts and Nevis,154,70,Left,Forward,Defender,James Williams,860-988-0060x52466,al-wdshhd@yahoo.com
P0443,Talal,Al Shehri,5/1/2011,Saudi,158,66,Left,Defender,Forward,Abu Bandar,337-223-1235,shd42@ljln.com
P0444,Talal,Al Mutairi,11/9/2013,Saudi,175,65,Left,Goalkeeper,Midfielder,Abu Talal,(927)329-6618,lkhrfyfkry@hotmail.com
P0445,Talal,Al Otaibi,1/17/2011,Saudi,154,75,Right,Goalkeeper,Midfielder,Abu Bandar,(957)700-1475x610,lmhydbrbh@ljln-al.com
P0446,Michael,Richardson,3/4/2012,Dominica,177,49,Right,Forward,Defender,Derrick Thompson,8754487524,rmzyllyn@hotmail.com
P0447,Abdullah,Al Dossari,5/29/2014,Saudi,166,57,Right,Goalkeeper,Goalkeeper,Abu Saad,001-901-084-4096x8819,mhdybw-dwwd@al.com
P0448,Nasser,Al Subaie,3/27/2010,Saudi,150,49,Right,Forward,Goalkeeper,Abu Talal,001-511-810-8280x9696,shjal-swd@bw.biz
P0449,Nasser,Al Shammari,5/20/2009,Saudi,169,42,Left,Forward,Midfielder,Abu Abdullah,6409882325,klmshwl@yahoo.com
P0450,Faisal,Al Dossari,2/28/2011,Saudi,159,37,Right,Forward,Forward,Abu Abdullah,2222628088,krm71@fsyl.org
